ACSSF,2011m1,co,000,0018,0000068,2596,2245,1606,1567,1034,422,1906,1873,310,1331,921,502,786,201,1167,1096,346,2504,2265,2175,521,642,1100,1100,106,2755,1918,1702,558,935,731,852,451,267,349,4462,5128,2755,2596,2527,2580,1267,2504,2468,759,2755,1918,1702,1072,1271,431
ACSSF,2011m1,co,000,0018,0000069,3139,2284,1782,1427,796,768,1491,1070,1282,2568,2129,862,715,1648,1282,843,817,3236,2989,2879,1145,895,2012,1974,433,3074,2827,1177,745,365,463,369,129,271,438,5472,5344,3074,3139,3427,2079,2471,3236,3294,1474,3074,2827,1177,848,590,546
ACSSF,2011m1,co,000,0018,0000070,4039,3464,2940,971,1243,2601,1979,1569,1454,2661,2302,944,1954,977,1650,1277,1072,3387,3284,2983,1639,1124,1902,1798,701,4984,4147,2579,2276,658,667,386,366,208,426,6181,6592,4984,4039,3938,2251,3369,3387,3224,2101,4984,4147,2579,2368,875,478
ACSSF,2011m1,co,000,0018,0000071,4970,2679,1906,1578,946,214,1848,1831,223,3492,2582,2418,1427,383,2010,2002,185,4190,4076,4073,1637,1556,3041,3047,298,2841,2369,2333,1033,1016,1157,998,350,497,317,10402,9924,2841,4970,4617,3985,1732,4190,4065,2083,2841,2369,2333,1516,1518,607
ACSSF,2011m1,co,000,0018,0000072,3797,1897,1271,911,860,275,1505,704,1437,2688,2505,2130,1573,937,1411,1333,717,2329,2088,1403,1158,1129,937,921,169,3999,3469,1888,1211,697,510,380,431,160,440,7805,6699,3999,3797,3444,2464,2819,2329,1783,1627,3999,3469,1888,1513,789,437
ACSSF,2011m1,co,000,0018,0000073,3351,2030,1795,870,1387,554,2125,1455,1363,2423,1670,301,1078,1242,1740,1115,1273,2430,2194,1210,1567,935,757,687,421,3399,3353,1457,860,392,450,306,210,734,444,6890,5726,3399,3351,2671,1837,2189,2430,1346,1814,3399,3353,1457,936,669,874
ACSSF,2011m1,co,000,0018,0000074,,,,,,,,,,,,,,,,,,,,,,,,,,2254,1882,1181,925,405,429,265,478,132,339,5589,5572,2254,2816,1949,1638,962,2337,2222,1075,2254,1882,1181,1016,699,357
ACSSF,2011m1,co,000,0018,0000075,4866,2562,1868,1546,1116,541,2558,1627,2016,3483,3400,718,3328,309,1733,1075,1151,3461,3324,2724,1803,748,1520,1391,660,5129,3986,2468,749,1806,639,268,739,166,410,9416,6865,5129,4866,4003,2430,4151,3461,2926,2188,5129,3986,2468,2007,1075,428
ACSSF,2011m1,co,000,0018,0000076,,,,,,,,,,,,,,,,,,,,,,,,,,2661,2418,1048,523,607,488,60,175,163,149,5970,5098,2661,2749,2069,1895,835,1911,1536,909,2661,2418,1048,805,534,232
ACSSF,2011m1,co,000,0018,0000077,,,,,,,,,,,,,,,,,,,,,,,,,,1715,1150,1088,326,279,420,214,276,314,548,6522,6131,1715,1893,909,776,474,1759,1618,729,1715,1150,1088,401,577,617
ACSSF,2011m1,co,000,0018,0000078,3986,2469,1935,556,1732,576,1519,417,1535,2264,1781,936,1453,314,1322,874,1121,2397,2368,2068,793,925,1054,978,398,3749,3546,1844,1305,967,660,280,389,261,753,7951,7065,3749,3986,3105,1473,2954,2397,2123,1220,3749,3546,1844,1675,821,804
