ACSSF,2010e1,co,000,0113,0000048,35645,41169,65895,66441,66108,67323,76003,81048,76940,64782,38517,36431,82753,35278,32159,90377,100995,39635,21788,34859,48181,31462,52370,17503,22443,18136,35170,40568,30708,35640,11300,31997,42036,31865,30889,45283,23539,30454,43362,51431,54641,49077,53098,66348,55439,40778,30582,31543,52287,26738,21347,47027,52355,31300,16096,26161,45423,31860,51373,11906,15744,16302,27435,21685,29923,31362,30653,19781,50770,24465,23084,31520,12114
ACSSF,2010e1,co,000,0113,0000049,29552,35656,50207,56188,57846,55792,49017,47500,49755,46230,38374,35803,85537,40691,32267,75607,72414,76592,20589,23270,40388,39434,41164,15113,14022,29066,30336,30968,28312,35242,18194,35589,39734,33843,36087,35841,26817,22876,37596,43506,42407,46575,47849,46717,58808,47902,30262,30414,45130,30887,22236,45146,48078,34880,11756,20698,31102,17734,41375,10360,8744,10342,21736,17152,22634,21061,8086,25539,21488,24760,21051,30845,24637
ACSSF,2010e1,co,000,0113,0000050,30837,36477,60012,63797,70218,60471,62481,63620,70744,32957,40802,37917,85723,38785,35804,81171,83429,44000,21009,28152,47921,32326,49975,11615,22387,21176,31593,33570,26081,32655,26669,32807,40713,30792,29775,36105,22818,24487,38743,42225,42226,42225,49824,57746,66167,31623,31589,33950,58324,29897,40133,39010,47854,35347,12787,19593,25558,6504,51571,10192,12283,15679,21743,12284,24717,10490,9317,10243,12052,21994,22238,21319,12103
ACSSF,2010e1,co,000,0113,0000051,30554,36446,61121,62853,67167,53861,78075,80751,77183,70245,44002,40301,83081,44810,33983,60133,75705,30191,19494,19116,53522,55020,53519,15198,19426,13632,29257,31896,27004,32160,11484,29693,40266,25226,29852,27746,13519,25606,38400,43019,45079,41672,65266,71020,62132,23750,28908,27389,46743,28692,23066,48714,51846,36308,13311,24188,26694,12407,55122,10387,12073,12124,24814,20081,27021,25185,32467,26979,17607,17797,18692,21098,15841
ACSSF,2010e1,co,000,0113,0000052,45829,56542,78995,81041,90172,67197,88870,89180,86061,100694,57939,55673,128750,52716,45938,86786,117260,39571,29714,37136,66373,64869,67149,10053,24434,27925,45927,55609,32400,45174,12050,41556,48544,36202,41328,45119,15707,35792,50545,57959,60832,55482,63050,66548,69250,32118,32193,31031,49881,30797,26888,55905,59756,41457,15483,25064,40970,16563,68922,14581,11334,12194,29690,26019,30916,31477,.,30066,97693,31461,31671,36307,18845
ACSSF,2010e1,co,000,0113,0000053,31926,36214,58189,57051,60186,53062,65798,63382,71007,62015,48886,32065,100152,50033,49225,61938,76277,41607,22782,14072,45425,30520,57983,20110,22260,24838,33944,35259,31937,30199,6123,26831,39905,32077,36078,35079,22092,27993,45876,52055,55246,50377,60412,70482,62428,42602,31932,39885,47534,27422,26940,47208,53022,35042,13412,21659,32858,23623,49444,12088,11667,11159,28425,21289,30460,26118,.,12396,30643,22164,25303,21028,16044
ACSSF,2010e1,co,000,0113,0000054,31940,41192,50969,54377,53934,60504,52255,53393,49397,100564,41757,32266,37404,41974,45358,50482,50482,.,22398,30517,49322,39102,62515,20296,11294,45729,31671,33664,19106,41620,17311,45310,37110,44925,47251,42851,37250,26109,38152,40662,39282,41904,32432,31368,70397,29198,33509,29070,127572,32810,4859,46722,54036,26923,12015,22035,50632,40750,.,10763,9878,14354,26645,22476,29184,28942,4119,29260,50565,22059,21524,50129,.
ACSSF,2010e1,co,000,0113,0000055,37030,45922,71570,74581,80497,61387,70274,66866,70560,47354,47276,37202,85137,51333,41664,81718,91241,34434,32155,.,57369,48683,70083,9888,30497,21313,38977,44137,33393,32995,32639,34909,31987,31677,28877,37172,32138,30625,43752,51939,70015,47000,45094,45472,41453,51181,35253,19149,.,34079,42405,43758,50546,38129,16087,21817,72467,.,71299,9386,10787,21864,25886,17107,26322,11463,.,11833,10896,22409,21807,48547,2499
ACSSF,2010e1,co,000,0113,0000056,30382,39383,56396,66816,70933,57788,45123,48904,40119,75040,36538,26221,116599,49040,29283,61957,65404,.,22588,.,38974,38638,43750,17744,12031,51024,33415,34453,19953,37525,23145,31116,42357,32775,31472,27055,50280,22301,37949,56536,66516,50600,48353,27375,.,49881,32323,29696,.,33284,32701,40629,40025,46000,10383,20265,2499,2499,.,6202,8582,10900,21405,17410,22782,25366,.,25366,.,16821,18295,.,6854
ACSSF,2010e1,co,000,0113,0000057,26921,32516,49524,62280,71122,56908,45920,58859,55904,10938,38777,40661,100212,28130,14281,82787,111223,44317,15206,27832,26788,19708,55858,8231,20231,6988,22276,21939,23813,40897,120298,31656,48260,31217,36543,29004,12097,20931,34238,41868,40830,44668,35754,51271,50303,17320,21472,21238,60207,20417,12519,36409,36631,35988,12316,18595,2499,2499,.,10609,10498,13534,18443,11345,21219,75098,2499,.,.,23526,22765,30246,27500
ACSSF,2010e1,co,000,0113,0000058,31676,37222,53897,60843,60103,62994,70916,71581,65493,61285,38235,32021,50396,38088,20632,65057,66004,38517,21978,14472,47130,34578,48630,12273,26420,12489,35841,36542,28931,37368,28925,36230,49017,33740,34539,40418,25883,25870,40844,38347,35880,41535,67043,93633,67487,30896,40235,38480,50045,40086,40309,46442,51783,30514,12089,20480,16766,11080,50417,9919,17955,14823,22160,13619,26096,15419,15924,3515,23109,23875,24160,16699,25540
