ACSSF,2010e1,co,000,0055,0000051,36592,19179,701,1064,1363,1428,1159,962,1444,500,1094,1823,769,559,1185,956,4015,157,17413,513484,133094,7162,6590,5713,6591,6814,5881,7983,6258,5518,5463,7703,5968,6039,6716,34527,8168,380390,99890,36472,1896,1663,1852,3454,2630,2374,2666,1297,2084,1973,1553,1809,2292,1713,6710,506,63418,36592,19179,1765,9773,3469,4172,17413,513484,133094,13752,50221,26426,42695,380390,99890,36472,3559,18330,7367,7216,63418
ACSSF,2010e1,co,000,0055,0000052,22435,12515,875,902,1165,813,795,656,97,992,823,723,1224,402,512,811,1111,614,9920,641111,173896,12885,8521,9404,9637,10460,9035,8426,10919,9232,8117,9736,10145,9647,10024,26316,11392,467215,68792,27699,2221,1450,1943,1201,1642,1160,1692,1112,1912,2224,1242,790,1889,1631,4824,766,41093,22435,12515,1777,6064,2949,1725,9920,641111,173896,21406,75230,39552,37708,467215,68792,27699,3671,12886,5552,5590,41093
ACSSF,2010e1,co,000,0055,0000053,20205,10671,1011,831,522,361,314,413,975,571,294,472,511,561,948,266,2185,436,9534,383836,80384,5299,4054,3433,3946,2925,3533,3925,5013,4321,3727,2872,3681,4624,4684,18333,6014,303452,177669,60021,3184,3843,4177,5177,3932,4975,4504,3411,3427,3269,3087,3045,2520,3319,7639,512,117648,20205,10671,1842,3922,2286,2621,9534,383836,80384,9353,30823,15861,24347,303452,177669,60021,7027,32872,11971,8151,117648
ACSSF,2010e1,co,000,0055,0000054,,,,,,,,,,,,,,,,,,,,90865,21742,1222,1728,1273,1480,1275,1252,683,1093,662,1084,1060,1373,1119,1220,4104,1114,69123,20095,8831,692,308,225,440,821,262,939,541,790,154,119,530,494,665,1851,0,11264,1911,921,161,547,213,0,990,90865,21742,2950,8802,4772,5218,69123,20095,8831,1000,4172,1808,1851,11264
ACSSF,2010e1,co,000,0055,0000055,,,,,,,,,,,,,,,,,,,,127224,29498,1688,1221,1903,1830,1530,1907,1617,1528,1186,1242,1982,1662,1529,1366,5840,1467,97726,,,,,,,,,,,,,,,,,,,,3352,1572,46,778,657,91,1780,127224,29498,2909,12743,6539,7307,97726,16987,7534,830,3373,1692,1639,9453
ACSSF,2010e1,co,000,0055,0000056,,,,,,,,,,,,,,,,,,,,113238,28482,2502,1292,1412,2289,1130,980,1044,2116,814,945,1315,749,1633,1263,8118,880,84756,18809,5998,776,469,177,413,337,830,427,473,0,242,529,0,244,402,627,52,12811,4191,2971,474,1488,334,675,1220,113238,28482,3794,10730,4960,8998,84756,18809,5998,1245,2899,1175,679,12811
ACSSF,2010e1,co,000,0055,0000057,,,,,,,,,,,,,,,,,,,,109618,40886,2309,872,949,1328,1496,898,980,730,1009,996,965,1059,1477,1609,20485,3724,68732,,,,,,,,,,,,,,,,,,,,3232,2197,176,1129,501,391,1035,109618,40886,3181,8386,5110,24209,68732,11467,5225,213,1341,1210,2461,6242
ACSSF,2010e1,co,000,0055,0000058,,,,,,,,,,,,,,,,,,,,165545,45676,3178,2832,1414,2570,2026,1802,2911,2338,1354,2627,1589,2918,1551,1560,12627,2379,119869,67330,24639,2072,1470,1140,1277,1377,1813,2336,1447,1691,1198,1304,1476,979,2100,2885,74,42691,6722,3899,681,1693,752,773,2823,165545,45676,6010,17042,7618,15006,119869,67330,24639,3542,12279,5859,2959,42691
ACSSF,2010e1,co,000,0055,0000059,,,,,,,,,,,,,,,,,,,,100201,23468,2147,913,1196,1328,1046,1008,1036,1296,1006,1248,1758,1475,1540,759,4575,1137,76733,26613,9711,1260,560,839,806,253,1034,481,538,549,478,440,843,153,541,936,0,16902,1802,1534,12,765,490,267,268,100201,23468,3060,9164,5532,5712,76733,26613,9711,1820,4978,1977,936,16902
ACSSF,2010e1,co,000,0055,0000060,,,,,,,,,,,,,,,,,,,,53776,11603,373,497,462,803,555,831,959,323,576,589,509,629,614,549,2798,536,42173,36552,12274,958,694,744,466,551,1097,196,509,783,487,538,969,515,894,2800,73,24278,7980,2858,315,1167,702,674,5122,53776,11603,870,5098,2301,3334,42173,36552,12274,1652,4833,2916,2873,24278
ACSSF,2010e1,co,000,0055,0000061,,,,,,,,,,,,,,,,,,,,78749,17590,861,727,852,933,564,1757,1171,565,510,788,610,922,1076,788,4363,1103,61159,62296,21057,1752,1248,1688,1356,850,805,1669,1403,340,1296,1085,1410,737,1221,3474,723,41239,5647,2600,86,1182,749,583,3047,78749,17590,1588,7140,3396,5466,61159,62296,21057,3000,9407,4453,4197,41239
ACSSF,2010e1,co,000,0055,0000062,,,,,,,,,,,,,,,,,,,,131211,26053,1294,818,1778,1854,840,1583,1204,1861,1779,1829,1141,1149,1883,1756,4505,779,105158,23079,8369,447,603,343,367,613,305,547,404,432,868,452,481,608,792,1107,0,14710,3975,2015,399,668,448,500,1960,131211,26053,2112,12728,5929,5284,105158,23079,8369,1050,3879,2333,1107,14710
ACSSF,2010e1,co,000,0055,0000063,,,,,,,,,,,,,,,,,,,,103184,22061,1799,1074,1073,1022,1282,1304,714,740,802,1446,608,1177,604,1203,6116,1097,81123,24609,7524,620,194,825,563,891,268,75,367,497,586,345,225,366,762,940,0,17085,,,,,,,,103184,22061,2873,8383,3592,7213,81123,24609,7524,814,4072,1698,940,17085
ACSSF,2010e1,co,000,0055,0000064,,,,,,,,,,,,,,,,,,,,103030,24110,1741,783,1232,1291,976,1355,1005,789,1018,1822,1340,1191,1389,1327,4402,2449,78920,,,,,,,,,,,,,,,,,,,,,,,,,,,103030,24110,2524,9488,5247,6851,78920,5053,1981,250,1065,124,542,3072
ACSSF,2010e1,co,000,0055,0000065,,,,,,,,,,,,,,,,,,,,95925,23998,2578,1234,952,972,1756,1512,979,1483,1169,1591,670,1314,1278,1137,4501,872,71927,24236,9119,502,669,641,543,475,715,247,410,1091,425,1049,32,108,1283,884,45,15117,3857,2151,368,1165,305,313,1706,95925,23998,3812,10414,4399,5373,71927,24236,9119,1171,4547,2472,929,15117
